,DHd 2016,DHd 2017,DHd 2018,DHd 2019,DHd 2020,DHd 2022,DHd 2023,Mean
Keyness,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Zeta,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Twitter-Bots,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Lehr-Lern-Projekt,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Urkunden,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Historische Grundwissenschaften,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
digitaler Apparat,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Raumbezüge,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Bildungsgeschichte,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Programmierung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Textquellen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Strategie,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Objekte im Netz,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Wientopographie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Methodenentwicklung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Topic-Modellen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Reisebeschreibung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
WebLicht,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
dynamisches Stemma,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
lebendige Geschichte,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Prozesse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Strafrecht,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Flublattsammlung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Manuskriptologie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Designstrategien,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
kritische Kulturwissenschaft,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Sammlungsinterfaces,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
multi-ebene Annotation,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Texttheorie,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
historische Texte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
automatisieren,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Ähnlichkeiten,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Textgenese bei Editionen,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Verknüpfung von Transkription und Bild,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
allographische Transkription,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Projektvernetzung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Tag Clouds,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
TagPies,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
virtuelle Ausstellung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
histoGraph,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Diskursräume,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
agentenbasierte Sozialsimulation,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Python-Implementierung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Wörterbuch,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Tutorial Finder,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Übergreifende Suche,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Lehr- und Schulungsmaterialien,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
CLARIAH-DE,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
DHd-Community,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Schreibwerkstatt,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
reference mining,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
electronic theses and dissertations,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Ästhetik,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Isländersagas,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Literarisierung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Poetologie,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Knowledge Graphen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Word Embeddings,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Digitales Archiv,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Latin,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Repräsentativität,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
virtual desktop,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Remote Lehre,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Lehr- und Lernumgebung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Aristotelesarchiv,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Mikrofilm,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Netzwerkanalysen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
digitale Erinnerungskultur,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Review-Verfahren,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
mixed methods,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Interface design,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Buddhismus,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Cultural Heritage,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Modellierung sprachlicher Muster,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Bewegungsbücher,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Modellieren,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Publikationen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Datensets,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Einakter,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
strukturierter Text,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Adnominale Possession,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Oral-History,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Parallelkorpus,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Emotions- und Genderanalyse,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Kulturwissenschaften,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Sociale Medien,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Computational Social Sciences,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Ablaufsteuerung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
agile Methoden,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Manifest,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
FAIR Prinzipien; Projektmanagement,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
regionale Zusammenarbeit,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Data Steward,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Datenstrategie,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Archvierung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Text-Bild-Ansicht,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Digitized Newspapers,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Digital Archive,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
digitale Vermittlung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Online Sammlung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Hyperlink,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
User-Interface Design,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Sowjetische Kriegsgefangene,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Biografien,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Massendigitalisierung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Strukturbaum,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
ediarum,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Softwarezitation,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Ästhetikvorlesungen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Schleiermacher,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Philosophiegeschichte,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Document Layout Analysis,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Media Theory,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Virtual Working Environment,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
FAIR Data,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Digitization of Archival Material,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Social Media Analyse,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Mustersprache,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Nachhaltige Softwareentwicklung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Zitation,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Veröffentlichung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
abbreviations,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Dienstekatalog,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Literaturwissenschaften,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Georgian,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
MerMEId,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Schweizer Literatur,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
data cleaning,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Bloganalyse,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Daten Visualisierung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Handschrifterkennung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Künstliche Neuronale Netze,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
PAGE-XML,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Mediatheken,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
UTF-8,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Unicode,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Empirische Filmanalyse,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Gedächtnisinstitutionen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Lokale Grammatiken,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Kulturvermittlung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Forschungstransfer,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Tanzaufführung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Theateraufführung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
audiovisuelle Aufzeichnungen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
pydistinto,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Distinktivitätsmaße,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
autobiographische Texte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Hyperparameter Alpha,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Wissenssoziologie,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
historischer Vergleich,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Verfassungsanalyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Figurenanalyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
network analysis,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
reporting tool,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Denkmalpflege,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Inkunabeln,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
analoges Projekt,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Captivity Narratives,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Copyright,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
social media,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
instagram stories,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
bundestagswahl,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Ego-Dokumente,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Erlebnisbericht,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Osteuropaforschung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Südosteuropaforschung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Aufführungsdaten,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
genuin digitale Quellen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Historische Fachkommunikation,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
islamische manuskripte,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
spaCy,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Softwarewerkzeug,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Illustrierte Postkarte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Typenrepertorium,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Netzwerkvisualisierung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Explorative Netzwerkvisualisierung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Klaus Mann,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Phylogenetik,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Kulturelle Evolution,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
netzwerke,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Graphic Novels,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
kollaboratives Schreiben,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Modellbildung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Mittelalter und Frühe Neuzeit,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Korpusinfrastruktur,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Extensibility,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Direct Speech,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Preprocessing,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Query,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Drucktypen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Wortfeldsemantik,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
entwicklung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Kopräsenz,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
bibliographische datenbank,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
digital memes,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
sentiment analysis,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Social media,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Domänenspezifische Notationen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Contextfreie Sprachen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
EBNF,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
STTS,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Sammlungen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
environmental humanities,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
computational literary studies,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
TaDiRAH,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Biodiversität,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Digitale Genres,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
DACH,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Künstliche Intelligenz,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
kuratorische Praxis,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Forschungswerkzeug,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Data Landscape,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Lesen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Research Discovery,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Parts of speech,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Emotion analysis,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Sammlungsgeschichte,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Vokabulare,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Vestimentäre Forschung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Peer-to-Peer,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Reflektion,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Internetbasierte Kommunikation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
LDA Topic Modeling,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Kanonisierung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Textrepräsentation,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Schlüsselstelle,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Glossen,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Praxeologie,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Zitaterkennung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Chinese text OCR,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
character segmentation,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
synthetic training data,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
OCR error correction,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
maps,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Werkbank,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
intangible cultural heritage,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
UrhWissG,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Frühmittelalter,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
forTEXT,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Erinnerungskultur,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
history of science,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
cultural heritage,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Dekolonialisierung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
indigene Datensouveränität,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Transparenz,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Sprachverarbeitung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Methodenvermittlung,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Projektkooperation,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Dehmel digital,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Text-Repräsentation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
